2023-08-11 13:11:15 - root - INFO - ------------------------------------------------
2023-08-11 13:11:15 - root - INFO - Correction process
2023-08-11 13:11:15 - root - INFO - ------------------------------------------------
2023-08-11 13:11:15 - root - INFO -    data files
2023-08-11 13:11:15 - root - INFO -       data file: C:/Users/FTrevisan/Documents/GitHub/13C-Citrate CSIA (Umea)/20230714_AccQ-Tag_AA_peak areas_inhouse_script 2.0_IsoCor.tsv
2023-08-11 13:11:15 - root - INFO -       derivatives database: C:\Users\FTrevisan\isocordb\Derivatives.dat
2023-08-11 13:11:15 - root - INFO -       metabolites database: C:\Users\FTrevisan\isocordb\Metabolites.dat
2023-08-11 13:11:15 - root - INFO -    correction parameters
2023-08-11 13:11:15 - root - INFO -       isotopic tracer: 13C
2023-08-11 13:11:15 - root - INFO -       correct natural abundance of the tracer element: 1
2023-08-11 13:11:15 - root - INFO -       isotopic purity of the tracer: [0.01, 0.99]
2023-08-11 13:12:18 - root - INFO - 037_A20.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 039_A21.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 040_A22.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 041_A23.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 042_A24.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 043_A25.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 044_A26.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 045_A27.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 046_A28.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 047_A29.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 048_A30.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 050_A31.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:18 - root - INFO - 051_A32.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 052_A33.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 053_A34.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 054_A35.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 055_A36.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 056_A37.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 057_A38.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 058_A39.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 059_A40.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 061_A41.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 062_A42.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 063_A43.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 064_A44.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 065_A45.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 066_A46.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 067_A47.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 068_A48.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 069_A49.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 070_A50.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 072_A51.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 073_A52.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:19 - root - INFO - 074_A53.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 075_A54.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 076_A55.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 077_A56.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 078_A57.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 079_A58.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 080_A59.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 081_A60.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 083_A61.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 084_A62.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 085_A63.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 086_A64.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 087_A65.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 088_A66.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 089_A67.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 090_A68.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 091_A69.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 092_A70.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 094_A71.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:20 - root - INFO - 095_A72.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 096_A73.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 097_A74.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 098_A75.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 099_A76.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 100_A77.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 101_A78.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 102_A79.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 103_A80.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 105_A81.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 106_A82.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 107_A83.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 108_A84.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 109_A85.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 110_A86.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 111_A87.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 112_A88.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 113_A89.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 114_A90.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 116_A91.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 117_A92.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 118_A93.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:21 - root - INFO - 119_A94.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 120_A95.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 121_A96.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 122_A97.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 123_A98.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 124_A99.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 125_A100.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 127_A101.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 128_A102.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 129_A103.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 130_A104.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 131_A105.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 132_A106.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 133_A107.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 134_A108.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 135_A109.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 137_A110.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 138_A111.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 139_A112.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 140_A113.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 141_A114.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:22 - root - INFO - 142_A115.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:23 - root - INFO - 143_A116.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:23 - root - INFO - 144_A117.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:23 - root - INFO - 145_A118.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:23 - root - INFO - 147_A119.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:23 - root - INFO - 148_A120.cdf - ('Norvaline', 'AccQ'): processed
2023-08-11 13:12:23 - root - INFO - 018_A1.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 019_A2.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 020_A3.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 021_A4.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 022_A5.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 023_A6.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 024_A7.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 025_A8.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 026_A9.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 027_A10.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 029_A11.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 030_A12.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 031_A13.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:24 - root - INFO - 032_A14.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 033_A15.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 034_A17.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 035_A18.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 036_A19.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 037_A20.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 039_A21.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 040_A22.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 041_A23.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 042_A24.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 043_A25.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:25 - root - INFO - 044_A26.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 045_A27.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 046_A28.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 047_A29.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 048_A30.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 050_A31.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 051_A32.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 052_A33.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 053_A34.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 054_A35.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 055_A36.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 056_A37.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:26 - root - INFO - 057_A38.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 058_A39.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 059_A40.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 061_A41.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 062_A42.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 063_A43.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 064_A44.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 065_A45.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 066_A46.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 067_A47.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 068_A48.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 069_A49.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:27 - root - INFO - 070_A50.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 072_A51.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 073_A52.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 074_A53.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 075_A54.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 076_A55.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 077_A56.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 078_A57.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 079_A58.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 080_A59.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 081_A60.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 083_A61.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 084_A62.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 085_A63.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 086_A64.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 087_A65.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:28 - root - INFO - 088_A66.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 089_A67.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 090_A68.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 091_A69.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 092_A70.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 094_A71.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 095_A72.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 096_A73.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 097_A74.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 098_A75.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 099_A76.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 100_A77.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 101_A78.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 102_A79.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:29 - root - INFO - 103_A80.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 105_A81.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 106_A82.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 107_A83.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 108_A84.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 109_A85.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 110_A86.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 111_A87.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 112_A88.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 113_A89.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 114_A90.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 116_A91.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 117_A92.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:30 - root - INFO - 118_A93.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 119_A94.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 120_A95.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 121_A96.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 122_A97.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 123_A98.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 124_A99.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 125_A100.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 127_A101.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 128_A102.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 129_A103.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 130_A104.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:31 - root - INFO - 131_A105.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 132_A106.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 133_A107.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 134_A108.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 135_A109.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 137_A110.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 138_A111.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 139_A112.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 140_A113.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 141_A114.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 142_A115.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 143_A116.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 144_A117.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:32 - root - INFO - 145_A118.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 147_A119.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 148_A120.cdf - ('Phenylalanine', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 018_A1.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 019_A2.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 020_A3.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 021_A4.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 022_A5.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 023_A6.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 024_A7.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:33 - root - INFO - 025_A8.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 026_A9.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 027_A10.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 029_A11.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 030_A12.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 031_A13.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 032_A14.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 033_A15.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 034_A17.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 035_A18.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 036_A19.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 037_A20.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 039_A21.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 040_A22.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 041_A23.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 042_A24.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 043_A25.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 044_A26.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 045_A27.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 046_A28.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 047_A29.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:34 - root - INFO - 048_A30.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 050_A31.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 051_A32.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 052_A33.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 053_A34.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 054_A35.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 055_A36.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 056_A37.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 057_A38.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 058_A39.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 059_A40.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 061_A41.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 062_A42.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 063_A43.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 064_A44.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 065_A45.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 066_A46.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 067_A47.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 068_A48.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:35 - root - INFO - 069_A49.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:36 - root - INFO - 070_A50.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:36 - root - INFO - 072_A51.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:36 - root - INFO - 073_A52.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:36 - root - INFO - 074_A53.cdf - ('Proline', 'AccQ'): processed
2023-08-11 13:12:36 - root - INFO - 075_A54.cdf - ('Proline', 'AccQ'): processed
