histidine-AccQ; Formula; C16H15N5O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Tgt RT;2.54; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;;;; Summary Statistics;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;%; %; % Fractional;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;088_A66.d;4.133;4826356;1079186;195979;50467;14887;10529;0;0;0;0;0;0;4889;0;0;0;6182293;93.41;4.45;1.13;0.56;0.17;0.18;0;0;0;0;0;0;0.11;0;0;0;100;93.41;6.59;0.75;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;089_A67.d;4.133;4780654;1080424;226391;42501;13286;9524;0;0;0;0;0;0;0;0;0;0;6152780;92.99;4.65;1.73;0.31;0.16;0.16;0;0;0;0;0;0;0;0;0;0;100;92.99;7.01;0.7;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;090_A68.d;4.139;6592150;1337252;274809;33453;12425;4104;9924;0;0;0;0;0;0;0;19357;0;8283473;95.22;2.53;1.6;0.01;0.14;0.03;0.14;0;0;0;0;0;0;0;0.32;0;100;95.22;4.78;0.79;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;091_A69.d;4.141;6625260;1362862;255933;47521;11612;6944;0;0;0;0;0;0;0;0;25572;0;8335703;95.08;2.81;1.25;0.27;0.09;0.08;0;0;0;0;0;0;0;0;0.42;0;100;95.08;4.92;0.85;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;092_A70.d;4.139;4962207;1127066;211516;40572;18948;0;0;0;0;6795;0;0;6653;0;0;0;6373757;93.11;4.77;1.27;0.31;0.28;0;0;0;0;0.14;0;0;0.14;0;0;0;100;93.11;6.89;0.82;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;093_QC_7.d;4.136;5672767;1290540;172438;51849;26465;0;0;0;0;4788;0;0;0;0;14741;0;7233588;93.76;4.86;0.09;0.58;0.34;0;0;0;0;0.09;0;0;0;0;0.28;0;100;93.76;6.24;0.86;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;094_A71.d;4.134;3511364;766965;118936;37602;12477;0;5892;0;0;0;0;19951;0;0;7559;0;4480744;93.58;3.98;0.56;0.68;0.21;0;0.16;0;0;0;0;0.59;0;0;0.23;0;100;93.58;6.42;1.25;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;095_A72.d;4.139;5132848;1157655;174537;43291;0;0;0;0;0;6097;0;17572;0;0;15164;0;6547163;93.62;4.66;0.47;0.46;0;0;0;0;0;0.12;0;0.36;0;0;0.32;0;100;93.62;6.38;1.09;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;096_A73.d;4.138;3937889;877644;152703;26361;0;9159;0;6536;0;0;0;18832;0;0;0;0;5029125;93.53;4.39;0.97;0.22;0;0.22;0;0.16;0;0;0;0.5;0;0;0;0;100;93.53;6.47;0.98;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;097_A74.d;4.137;3421681;770780;157357;15877;6337;0;0;0;0;0;0;15048;0;0;0;0;4387079;93.21;4.59;1.61;0;0.13;0;0;0;0;0;0;0.46;0;0;0;0;100;93.21;6.79;0.89;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;098_A75.d;4.141;7885144;1667138;238768;41251;18166;0;0;0;0;0;0;19706;0;0;0;0;9870173;95.61;3.4;0.35;0.21;0.17;0;0;0;0;0;0;0.27;0;0;0;0;100;95.61;4.39;0.55;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;099_A76.d;4.136;2774193;625964;115145;31203;10761;11623;0;0;0;0;0;16180;0;0;0;0;3585069;92.44;4.6;1.16;0.61;0.22;0.36;0;0;0;0;0;0.6;0;0;0;0;100;92.44;7.56;1.2;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;100_A77.d;4.137;6343454;1285060;223510;47144;11180;9748;0;0;0;0;0;16637;0;0;0;0;7936732;95.65;2.53;0.97;0.34;0.08;0.13;0;0;0;0;0;0.28;0;0;0;0;100;95.65;4.35;0.64;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;101_A78.d;4.134;2930720;617501;132537;36321;14627;9328;0;0;3105;0;0;0;0;0;20657;0;3764795;92.95;3.21;1.76;0.66;0.32;0.25;0;0;0.11;0;0;0;0;0;0.75;0;100;92.95;7.05;1.51;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;102_A79.d;4.144;3680258;793063;161840;43291;20355;0;0;0;0;0;0;0;0;0;0;0;4698808;93.72;3.69;1.58;0.62;0.39;0;0;0;0;0;0;0;0;0;0;0;100;93.72;6.28;0.69;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;103_A80.d;4.137;3529396;779019;162581;31233;15196;0;0;0;0;0;0;19871;0;0;20798;0;4558094;92.37;4.12;1.68;0.31;0.31;0;0;0;0;0;0;0.58;0;0;0.63;0;100;92.37;7.63;1.65;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;104_QC_8.d;4.139;5512764;1277966;184289;19308;15582;0;0;0;0;0;0;0;0;0;0;0;7009909;94.14;5.29;0.33;0;0.24;0;0;0;0;0;0;0;0;0;0;0;100;94.14;5.86;0.46;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;105_A81.d;4.139;4050979;899033;144242;19730;0;9114;0;0;0;4775;0;0;0;0;16712;0;5144585;94.09;4.34;0.69;0.09;0;0.22;0;0;0;0.12;0;0;0;0;0.45;0;100;94.09;5.91;0.96;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;106_A82.d;4.143;6607622;1418237;196060;41532;14758;14495;0;0;0;0;0;12423;0;0;16313;0;8321439;94.96;3.69;0.24;0.32;0.14;0.19;0;0;0;0;0;0.2;0;0;0.27;0;100;94.96;5.04;0.84;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;107_A83.d;4.142;2844304;618209;111167;18191;0;11909;0;0;0;0;0;0;0;0;0;0;3603779;94.4;3.91;1.1;0.18;0;0.4;0;0;0;0;0;0;0;0;0;0;100;94.4;5.6;0.58;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;108_A84.d;4.135;2757730;660236;116425;34183;0;15102;0;0;0;0;4048;0;0;0;0;0;3587725;91.79;5.85;1.01;0.7;0;0.51;0;0;0;0;0.15;0;0;0;0;0;100;91.79;8.21;0.93;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;109_A85.d;4.14;3582139;796020;128038;16135;0;0;0;0;4722;0;0;16555;0;0;20116;0;4563725;93.68;4.34;0.7;0.06;0;0;0;0;0.13;0;0;0.48;0;0;0.61;0;100;93.68;6.32;1.38;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;110_A86.d;4.144;8772979;1829214;263584;55591;23687;20848;0;0;0;0;0;0;0;0;0;0;10965902;95.8;3.12;0.37;0.32;0.19;0.2;0;0;0;0;0;0;0;0;0;0;100;95.8;4.2;0.44;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;111_A87.d;4.141;7981484;1616617;254380;45976;28062;13561;0;0;0;0;0;0;0;0;0;0;9940080;96.17;2.55;0.65;0.22;0.28;0.12;0;0;0;0;0;0;0;0;0;0;100;96.17;3.83;0.42;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;112_A88.d;4.141;3555981;824797;141388;37432;18627;12148;0;5403;0;0;0;13356;0;0;11312;0;4620444;91.88;5.16;0.9;0.56;0.37;0.26;0;0.14;0;0;0;0.38;0;0;0.34;0;100;91.88;8.12;1.42;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;113_A89.d;4.138;11172150;2077195;308784;34607;24471;10473;0;0;0;8181;0;0;0;0;16055;0;13651912;98;0.95;0.52;0.02;0.19;0.07;0;0;0;0.08;0;0;0;0;0.16;0;100;98;2;0.41;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;114_A90.d;4.139;6176346;1343966;234626;38215;13936;0;0;0;0;0;0;0;0;0;11518;0;7818608;94.53;3.94;0.99;0.18;0.15;0;0;0;0;0;0;0;0;0;0.2;0;100;94.53;5.47;0.66;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;115_QC_8.d;4.139;5890715;1236394;194082;25088;0;10056;0;0;0;0;0;0;0;0;2502;0;7358837;95.82;3.25;0.64;0.07;0;0.17;0;0;0;0;0;0;0;0;0.05;0;100;95.82;4.18;0.42;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;116_A91.d;4.14;5087455;1137975;182017;10209;0;0;0;5465;0;0;0;18824;0;0;0;0;6441944;94.33;4.52;0.66;0;0;0;0;0.11;0;0;0;0.39;0;0;0;0;100;94.33;5.67;0.72;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;117_A92.d;4.14;3211815;729501;128300;19790;0;6391;0;0;8950;0;0;0;0;0;14480;0;4119227;93.11;4.77;1.02;0.15;0;0.19;0;0;0.28;0;0;0;0;0;0.48;0;100;93.11;6.89;1.15;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;118_A93.d;4.14;8851751;1767642;275711;39604;13671;0;0;0;6199;0;0;17284;0;0;21652;0;10993514;96.32;2.28;0.63;0.11;0.11;0;0;0;0.07;0;0;0.21;0;0;0.27;0;100;96.32;3.68;0.73;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;119_A94.d;4.14;6452796;1301453;210406;35716;17328;11851;0;0;0;0;5929;0;0;0;0;0;8035477;96.15;2.46;0.74;0.19;0.2;0.15;0;0;0;0;0.1;0;0;0;0;0;100;96.15;3.85;0.47;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;120_A95.d;4.14;20864510;3749492;583117;68522;19201;12839;13965;5587;5750;0;0;0;0;5012;0;0;25327991;98.72;0.34;0.66;0.03;0.06;0.05;0.06;0.02;0.03;0;0;0;0;0.03;0;0;100;98.72;1.28;0.22;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;121_A96.d;4.137;6524205;1372665;232246;38338;14727;0;0;0;6395;6105;0;0;0;0;0;0;8194681;95.31;3.28;0.88;0.19;0.16;0;0;0;0.09;0.09;0;0;0;0;0;0;100;95.31;4.69;0.52;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;122_A97.d;4.134;6918877;1432285;222649;39027;15911;1098;0;0;0;0;0;0;0;0;0;0;8629848;96.03;2.98;0.61;0.21;0.17;0;0;0;0;0;0;0;0;0;0;0;100;96.03;3.97;0.37;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;123_A98.d;4.139;5358888;1195033;172778;28491;19953;0;0;0;0;4389;0;18315;0;0;12156;0;6810002;94.04;4.44;0.35;0.18;0.3;0;0;0;0;0.08;0;0.36;0;0;0.25;0;100;94.04;5.96;1;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;124_A99.d;4.14;4161077;948021;174179;30719;12447;10396;0;0;3165;0;0;0;0;0;23929;0;5363933;92.67;4.81;1.18;0.24;0.2;0.2;0;0;0.08;0;0;0;0;0;0.61;0;100;92.67;7.33;1.26;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;125_A100.d;4.138;3124825;734313;125845;23851;3236;0;0;0;0;0;0;17696;5975;0;0;0;4035741;92.55;5.48;0.91;0.3;0.02;0;0;0;0;0;0;0.57;0.17;0;0;0;100;92.55;7.45;1.1;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;126_QC_9.d;4.137;5618614;1272430;199749;31303;15639;0;0;0;6075;4749;0;17194;0;0;0;0;7165753;93.76;4.75;0.61;0.16;0.21;0;0;0;0.1;0.07;0;0.32;0;0;0;0;100;93.76;6.24;0.82;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;127_A101.d;4.138;3155209;699050;132157;34465;8922;10086;0;5149;0;0;0;0;0;0;14811;0;4059849;92.85;4.23;1.27;0.58;0.13;0.28;0;0.16;0;0;0;0;0;0;0.5;0;100;92.85;7.15;1.24;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;128_A102.d;4.141;3134304;721677;108441;16340;9415;8399;0;0;0;0;0;15732;0;0;0;0;4014307;93.33;5.09;0.46;0.14;0.23;0.22;0;0;0;0;0;0.52;0;0;0;0;100;93.33;6.67;0.95;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;129_A103.d;4.141;3441024;761021;125992;41778;0;10975;0;0;3390;0;3674;15550;0;0;8322;0;4411726;93.08;4.22;0.77;0.76;0;0.29;0;0;0.1;0;0.06;0.46;0;0;0.26;0;100;93.08;6.92;1.3;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;130_A104.d;4.137;4410534;1004272;143502;30959;0;0;0;4481;0;5508;0;0;0;0;0;0;5599255;94.22;4.9;0.3;0.35;0;0;0;0.1;0;0.13;0;0;0;0;0;0;100;94.22;5.78;0.56;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;131_A105.d;4.139;3140970;711904;109217;23778;8995;0;0;6138;0;0;3726;18174;0;0;0;0;4022903;93.32;4.75;0.53;0.37;0.19;0;0;0.19;0;0;0.06;0.59;0;0;0;0;100;93.32;6.68;1.07;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;132_A106.d;4.14;3761327;867204;173896;44371;9302;14465;0;0;3010;0;0;17124;0;0;0;0;4890698;91.89;5.02;1.53;0.6;0.08;0.34;0;0;0.08;0;0;0.47;0;0;0;0;100;91.89;8.11;1.18;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;133_A107.d;4.142;7269021;1512753;242818;46366;13452;8781;0;0;0;0;0;0;0;0;0;0;9093191;95.74;3.07;0.71;0.27;0.11;0.1;0;0;0;0;0;0;0;0;0;0;100;95.74;4.26;0.42;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;134_A108.d;4.137;5791490;1194648;266098;59099;18267;0;0;0;0;0;0;18338;0;0;25091;0;7373031;93.84;2.82;1.92;0.44;0.19;0;0;0;0;0;0;0.33;0;0;0.47;0;100;93.84;6.16;1.26;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;135_A109.d;4.142;3328485;756909;147998;38684;12273;0;0;0;0;0;0;9748;6908;0;0;0;4301005;92.52;4.76;1.42;0.61;0.21;0;0;0;0;0;0;0.28;0.2;0;0;0;100;92.52;7.48;1.05;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;136_QC_10.d;4.137;5772668;1209261;190647;54447;0;0;0;0;0;0;0;16264;0;0;0;0;7243286;95.3;3.19;0.64;0.57;0;0;0;0;0;0;0;0.3;0;0;0;0;100;95.3;4.7;0.63;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;137_A110.d;4.137;4766550;1082192;147357;47626;5636;0;0;0;0;0;0;14293;0;0;7865;0;6071519;93.87;4.82;0.14;0.67;0;0;0;0;0;0;0;0.31;0;0;0.18;0;100;93.87;6.13;0.87;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;138_A111.d;4.14;3610677;847561;131832;36366;0;0;0;0;4215;0;0;5506;0;0;0;0;4636157;93.09;5.5;0.56;0.58;0;0;0;0;0.12;0;0;0.16;0;0;0;0;100;93.09;6.91;0.73;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;139_A112.d;4.14;7267285;1477585;218639;48564;0;12378;0;0;0;0;0;0;0;0;12521;0;9036971;96.21;2.63;0.46;0.34;0;0.16;0;0;0;0;0;0;0;0;0.19;0;100;96.21;3.79;0.54;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;140_A113.d;4.137;2405786;557531;95067;0;19955;19623;0;6100;0;0;0;0;0;0;15725;0;3119787;91.71;5.14;0.83;0;0.72;0.67;0;0.24;0;0;0;0;0;0;0.69;0;100;91.71;8.29;1.62;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;141_A114.d;4.137;4464708;1042421;136021;24607;0;0;0;0;3304;6338;0;0;0;0;0;0;5677399;94.1;5.45;0.01;0.24;0;0;0;0;0.06;0.14;0;0;0;0;0;0;100;94.1;5.9;0.53;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;142_A115.d;4.148;2833510;644113;103560;23955;15567;9089;0;0;0;0;0;0;0;0;20005;0;3649799;92.71;4.78;0.68;0.41;0.42;0.24;0;0;0;0;0;0;0;0;0.75;0;100;92.71;7.29;1.39;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;143_A116.d;4.144;10643190;2127622;306937;55794;15887;14236;0;0;0;0;0;20982;0;0;0;0;13184648;96.65;2.31;0.4;0.23;0.09;0.12;0;0;0;0;0;0.21;0;0;0;0;100;96.65;3.35;0.47;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;144_A117.d;4.144;6513977;1422028;209518;36867;6877;8515;0;0;0;6857;0;0;0;0;0;0;8204639;95.05;4.04;0.42;0.23;0.04;0.12;0;0;0;0.11;0;0;0;0;0;0;100;95.05;4.95;0.49;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;145_A118.d;4.135;1100074;234070;49649;21378;0;7714;6585;0;0;0;0;0;6183;0;0;0;1425652;91.95;3.37;1.68;1.3;0;0.62;0.5;0;0;0;0;0;0.58;0;0;0;100;91.95;8.05;1.58;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;146_QC_11.d;4.143;5947609;1226344;189677;42482;23062;13480;0;0;0;0;0;0;0;0;0;0;7442655;95.69;2.89;0.59;0.36;0.3;0.18;0;0;0;0;0;0;0;0;0;0;100;95.69;4.31;0.48;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;147_A119.d;4.144;6202785;1323581;198579;35805;10911;12531;0;0;0;0;0;0;0;0;0;0;7784191;95.42;3.58;0.49;0.24;0.1;0.18;0;0;0;0;0;0;0;0;0;0;100;95.42;4.58;0.44;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;;15;148_A120.d;4.142;5500962;1293752;195733;39511;12758;15650;0;6949;0;3643;0;11589;0;0;0;0;7080546;92.89;5.53;0.47;0.32;0.13;0.25;0;0.12;0;0.06;0;0.22;0;0;0;0;100;92.89;7.11;0.87;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;Summary Statistics; %labeled;;%fraction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
proline-AccQ;Sample Groups; Mean; Std.Dev.; Mean; Std.Dev.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ornithine-2AccQ; Formula; C25H24N6O4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ornithine-2AccQ; Tgt RT;4.61; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ornithine-2AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ornithine-2AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ornithine-2AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ornithine-2AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;;;;;;;;;;;;; Summary Statistics;;;;
ornithine-2AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;m+17;m+18;m+19;m+20;m+21;m+22;m+23;m+24;m+25;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;m+17;m+18;m+19;m+20;m+21;m+22;m+23;m+24;m+25;Abund;%; %; % Fractional;;
ornithine-2AccQ;SampleGroups; Cpd. Group; File Name; RT;473.19318;474.19653;475.19989;476.20324;477.2066;478.20995;479.21331;480.21666;481.22002;482.22337;483.22673;484.23008;485.23344;486.23679;487.24015;488.2435;489.24686;490.25021;491.25357;492.25692;493.26028;494.26363;495.26699;496.27034;497.2737;498.27705;Sum;473.19318;474.19653;475.19989;476.20324;477.2066;478.20995;479.21331;480.21666;481.22002;482.22337;483.22673;484.23008;485.23344;486.23679;487.24015;488.2435;489.24686;490.25021;491.25357;492.25692;493.26028;494.26363;495.26699;496.27034;497.2737;498.27705;Sum; Unlabeled; Labeled; Labeling;;
ornithine-2AccQ;;16;004_blank_50% MeOH.d;4.379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;NaN; NaN;0;;
ornithine-2AccQ;;16;007_QC_2 uL.d;4.387;732042;194345;45609;1575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;973570;98.98;0;1.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.98;1.02;0.08;;
ornithine-2AccQ;;16;011_extraction blank.d;4.392;79937;23672;5701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109310;98.25;0;1.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.25;1.75;0.14;;
ornithine-2AccQ;;16;013_1 uM std mix.d;4.391;1219217;365037;65970;14591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1664816;99.05;0.26;0.26;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.05;0.95;0.08;;
ornithine-2AccQ;;16;014_10 uM std mix.d;4.38;7604048;2234124;446317;69317;11312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10365117;99.1;0;0.81;0.06;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.1;0.9;0.08;;
ornithine-2AccQ;;16;015_100 uM std mix.d;4.374;9912228;2925289;602918;83551;15454;3386;7174;0;0;0;2488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13552489;98.85;0;1;0;0.05;0.01;0.07;0;0;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.85;1.15;0.12;;
ornithine-2AccQ;;16;018_A1.d;4.386;244476;18866;17802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281145;97.69;0;2.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.69;2.31;0.18;;
ornithine-2AccQ;;16;019_A2.d;4.386;167978;43938;849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212765;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;020_A3.d;4.388;230801;71280;17157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319239;97.14;1.19;1.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.14;2.86;0.18;;
ornithine-2AccQ;;16;021_A4.d;4.384;142887;17810;5859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166556;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;
ornithine-2AccQ;;16;022_A5.d;4.387;231333;60732;14067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306132;99.17;0;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;99.17;0.83;0.07;;
ornithine-2AccQ;;16;023_A6.d;4.391;442211;118644;24098;0;0;0;0;0;0;0;0;0;0;5390;0;0;0;0;0;0;0;0;0;0;0;0;590342;98.43;0;0.22;0;0;0;0;0;0;0;0;0;0;1.34;0;0;0;0;0;0;0;0;0;0;0;0;100;98.43;1.57;0.72;;
ornithine-2AccQ;;16;024_A7.d;4.39;255940;79977;13468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349385;98.53;1.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.53;1.47;0.06;;
ornithine-2AccQ;;16;025_A8.d;4.388;259079;74457;25269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358805;95.89;0;4.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.89;4.11;0.33;;
ornithine-2AccQ;;16;026_A9.d;4.393;373116;104490;31371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508976;97.06;0;2.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.06;2.94;0.23;;
ornithine-2AccQ;;16;027_A10.d;4.391;170481;64828;18577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253886;89.76;7.58;2.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;89.76;10.24;0.52;;
ornithine-2AccQ;;16;028_QC_1.d;4.387;741379;195358;50428;9475;0;0;0;0;0;0;0;2294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998934;97.77;0;1.79;0.11;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.77;2.23;0.3;;
ornithine-2AccQ;;16;029_A11.d;4.387;86752;17414;6228;0;0;0;0;2651;0;0;0;0;1695;0;0;0;4192;0;0;0;2042;0;0;0;0;0;120973;86.14;0;1.73;0;0;0;0;2.76;0;0;0;0;1.9;0;0;0;4.94;0;0;0;2.53;0;0;0;0;0;100;86.14;13.86;7.01;;
